Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,return,log return
25-Aug-14,68.5,68.65,67,67.2,67.88111683,679600,6599,46132007,272529,40.1,1.65,-1.3,-0.016825165,-0.007369246
26-Aug-14,67,67.4,66.1,66.6,66.6825492,568759,5923,37926300,203913,35.85,1.3,-0.4,-0.008928571,-0.003895044
27-Aug-14,67,67.35,66.75,66.9,67.03041467,483977,7034,32441179,179993,37.19,0.6,-0.1,0.004504505,0.001951889
28-Aug-14,66.9,67.1,65.6,65.9,66.44368911,509564,5683,33857312,239935,47.09,1.5,-1,-0.014947683,-0.006540703
1-Sep-14,66.05,67.35,66.05,67.05,66.87074321,604123,6595,40398154,216928,35.91,1.3,1,0.017450683,0.007513368
2-Sep-14,67.1,68.05,67.05,67.25,67.51798373,661737,6635,44679148,241722,36.53,1,0.15,0.002982849,0.001293506
3-Sep-14,67.25,68,66.65,66.8,67.16344922,621973,6115,41773852,219962,35.37,1.35,-0.45,-0.00669145,-0.002915826
4-Sep-14,66.65,67.7,66.2,66.75,66.79033957,591485,4454,39505484,209210,35.37,1.5,0.1,-0.000748503,-0.000325192
5-Sep-14,66.6,67.25,66.2,66.8,66.7328986,591779,4801,39491128,239572,40.48,1.05,0.2,0.000749064,0.000325192
8-Sep-14,67.25,67.9,66.8,67.4,67.13281263,623382,7109,41849387,270056,43.32,1.1,0.15,0.008982036,0.003883434
9-Sep-14,68,70.65,67.85,70.15,69.36393384,2233013,15272,154890566,747845,33.49,2.8,2.15,0.040801187,0.017367779
10-Sep-14,70.4,71.85,69.85,70.7,70.98013501,2129374,14484,151143254,675553,31.73,2,0.3,0.007840342,0.003391738
11-Sep-14,71.25,71.95,70.05,71.25,71.11644629,1474989,11092,104895976,378163,25.64,1.9,0,0.007779349,0.003365455
12-Sep-14,71.5,72.35,70.8,71.4,71.6721406,1388095,11029,99487740,417172,30.05,1.55,-0.1,0.002105263,0.000913343
15-Sep-14,71.3,71.5,70.1,70.65,70.88831618,816582,6836,57886123,263244,32.24,1.4,-0.65,-0.010504202,-0.004586046
16-Sep-14,71,71.6,67.35,67.65,69.45533491,1329573,10361,92345938,567987,42.72,4.25,-3.35,-0.042462845,-0.018844365
17-Sep-14,68.2,68.55,66.9,67.7,67.56353162,1196538,9352,80842333,457846,38.26,1.65,-0.5,0.000739098,0.000320868
18-Sep-14,67.7,69.95,67.25,69.5,69.03259827,982813,8178,67846135,377022,38.36,2.7,1.8,0.026587888,0.011396136
19-Sep-14,69.85,70.15,68.5,68.6,69.20806738,795103,6356,55027542,231833,29.16,1.65,-1.25,-0.01294964,-0.005660689
22-Sep-14,68.35,69.95,68.1,69.3,69.28029332,691390,7341,47899702,206853,29.92,1.85,0.95,0.010204082,0.004409119
23-Sep-14,70,72,69.7,70,70.83463196,2144568,17577,151909685,524376,24.45,2.3,0,0.01010101,0.004364805
24-Sep-14,70.4,70.55,68.3,69,69.30786833,926042,7781,64181997,225170,24.32,2.25,-1.4,-0.014285714,-0.006248949
25-Sep-14,69.1,69.3,66.1,66.5,67.41510264,988794,8921,66659649,379157,38.35,3.2,-2.6,-0.036231884,-0.016027445
26-Sep-14,66.55,67,64.65,66.65,66.08434871,1189135,10855,78583212,340781,28.66,2.35,0.1,0.002255639,0.000978508
29-Sep-14,67.1,67.45,66.4,66.6,66.88891483,522617,7164,34957284,176837,33.84,1.05,-0.5,-0.000750188,-0.000325925
30-Sep-14,66.65,67.1,65.95,66.05,66.45731782,610571,6035,40576911,257633,42.2,1.15,-0.6,-0.008258258,-0.003601407
1-Oct-14,66.05,66.5,65.3,65.5,65.81029363,479520,5687,31557352,195352,40.74,1.2,-0.55,-0.008327025,-0.003631522
7-Oct-14,65.2,66.2,64.9,65.05,65.46892985,539682,7843,35332403,241245,44.7,1.3,-0.15,-0.006870229,-0.002993999
8-Oct-14,64.9,65.65,64.6,65.15,65.10633464,492972,6414,32095600,214845,43.58,1.05,0.25,0.001537279,0.000667119
9-Oct-14,65.9,66.6,65.5,66.35,66.19945531,419322,3787,27758888,171479,40.89,1.1,0.45,0.018419033,0.007926507
10-Oct-14,65.95,66.75,65.5,65.85,66.08953648,519118,4269,34308268,177009,34.1,1.25,-0.1,-0.007535795,-0.003285148
13-Oct-14,65.45,66,65.1,65.75,65.59986241,393927,5339,25841557,160409,40.72,0.9,0.3,-0.001518603,-0.000660022
14-Oct-14,66.15,66.4,65.25,65.85,65.82606246,553739,4406,36450458,171093,30.9,1.15,-0.3,0.001520913,0.000660022
16-Oct-14,66,66.7,65,65.15,66.01666766,585565,6128,38657050,209694,35.81,1.7,-0.85,-0.01063022,-0.004641359
17-Oct-14,65.4,65.7,63.9,64.7,64.70958608,610625,5975,39513291,229211,37.54,1.8,-0.7,-0.006907137,-0.003010139
20-Oct-14,66.3,66.3,65.15,65.3,65.56333476,441819,4666,28967127,150287,34.02,1.15,-1,0.00927357,0.004008901
21-Oct-14,65.85,66.5,65.3,66.4,66.1266659,576264,4759,38106417,210062,36.45,1.2,0.55,0.016845329,0.007254898
22-Oct-14,66.8,69.1,66.1,67.8,67.86755404,1422399,13268,96534741,300306,21.11,3,1,0.021084337,0.009061614
23-Oct-14,68.5,69.2,68.25,68.85,68.72769654,703355,6426,48339969,405162,57.6,0.95,0.35,0.015486726,0.006674251
27-Oct-14,69.25,69.4,68.2,68.55,68.85779684,679577,5843,46794175,226755,33.37,1.2,-0.7,-0.004357298,-0.001896485
28-Oct-14,68.5,68.9,68.25,68.5,68.5780981,460645,4201,31590158,165588,35.95,0.65,0,-0.000729395,-0.000316888
29-Oct-14,68.7,68.9,68.05,68.15,68.3786308,385452,3830,26356680,148210,38.45,0.85,-0.55,-0.005109489,-0.002224711
30-Oct-14,68.5,68.6,67.75,67.9,68.06206109,656176,4115,44660691,309475,47.16,0.85,-0.6,-0.003668379,-0.001596086
31-Oct-14,68.4,69.65,68.2,69.3,69.16246805,946543,8536,65465250,471884,49.85,1.45,0.9,0.020618557,0.00886346
3-Nov-14,69.75,72.25,69.7,71.9,71.20141626,1532344,11540,109105063,686766,44.82,2.55,2.15,0.037518038,0.015995656
5-Nov-14,72.5,72.85,70.8,71.05,71.87901011,884702,8916,63591504,357095,40.36,2.05,-1.45,-0.011821975,-0.005164808
7-Nov-14,71.7,71.8,69.85,70.45,70.64765114,703320,4852,49687906,226878,32.26,1.95,-1.25,-0.008444757,-0.003683085
10-Nov-14,72.4,72.4,69.7,70,70.54877219,2157254,8895,152191621,1150232,53.32,2.7,-2.4,-0.006387509,-0.002782957
11-Nov-14,71,72.45,70.5,72.1,71.66821347,1355266,9245,97129493,505165,37.27,1.95,1.1,0.03,0.012837225
12-Nov-14,72.5,75,71.65,73.65,73.95431513,3364002,23141,248782464,1007482,29.95,3.35,1.15,0.02149792,0.009237486
13-Nov-14,74.45,75.75,73.25,73.85,74.64061528,2098417,16429,156627136,589285,28.08,2.5,-0.6,0.002715547,0.001177748
14-Nov-14,74.25,74.65,73.15,73.85,73.853318,987749,9021,72948541,289338,29.29,1.5,-0.4,0,0
17-Nov-14,73.7,74.8,73.5,74.35,74.22187133,1042726,6930,77393075,343321,32.93,1.3,0.65,0.006770481,0.002930473
18-Nov-14,75,76.8,74.1,76.45,75.69076611,2310620,14963,174892598,813412,35.2,2.7,1.45,0.028244788,0.012096517
19-Nov-14,76.6,76.95,73.4,73.95,75.1233864,1364729,9802,102523064,511382,37.47,3.55,-2.65,-0.032701112,-0.014439311
20-Nov-14,73.75,74.1,71.5,72.35,72.61845133,1186863,8722,86188153,376108,31.69,2.6,-1.4,-0.021636241,-0.009499643
21-Nov-14,72.5,73.45,71.85,72.35,72.62457907,851985,6421,61875052,262180,30.77,1.6,-0.15,0,0
24-Nov-14,73.15,73.4,72.1,72.25,72.65974858,616982,4790,44829757,182258,29.54,1.3,-0.9,-0.00138217,-0.000600684
25-Nov-14,72.25,72.5,69.5,70.1,70.34502559,1053974,7344,74141828,401428,38.09,3,-2.15,-0.029757785,-0.013119833
26-Nov-14,69.95,70.85,69.5,70.25,70.27513366,549711,4790,38631014,182311,33.16,1.35,0.3,0.0021398,0.000928311
27-Nov-14,70.3,70.75,69.85,70,70.1740802,602659,4072,42291041,238223,39.53,0.9,-0.3,-0.003558719,-0.001548289
28-Nov-14,70.9,71.7,70.55,70.7,71.0669256,819776,6975,58258960,296305,36.14,1.15,-0.2,0.01,0.004321374
1-Dec-14,70.7,71.45,67.9,69.85,70.41941327,458202,5436,32266316,160557,35.04,3.55,-0.85,-0.012022631,-0.005253003
2-Dec-14,69.85,71.1,69.4,70.75,70.12885104,726265,7386,50932130,273033,37.59,1.7,0.9,0.012884753,0.005560034
3-Dec-14,70.8,71.65,70.5,70.65,71.0990909,586734,7413,41716254,209402,35.69,1.15,-0.15,-0.001413428,-0.000614278
4-Dec-14,71.1,72.85,71.1,72.3,72.21916652,1271613,9378,91834831,384636,30.25,1.75,1.2,0.023354565,0.010026131
5-Dec-14,72.9,72.95,71.2,71.5,72.15694741,794591,7118,57335261,242162,30.48,1.75,-1.4,-0.011065007,-0.004832255
8-Dec-14,72,73.8,70.8,73.05,72.67657174,1384879,10510,100648258,424832,30.68,3,1.05,0.021678322,0.009314178
9-Dec-14,72.65,73.65,70.6,70.85,71.96343183,1356070,11368,97587451,341541,25.19,3.05,-1.8,-0.030116359,-0.013280366
10-Dec-14,70.5,72.7,70.25,72,71.81750582,938682,7310,67413800,269501,28.71,2.45,1.5,0.016231475,0.006992642
11-Dec-14,72.3,72.3,70.6,71.15,71.33370801,657464,6211,46899345,189092,28.76,1.7,-1.15,-0.011805556,-0.005157592
12-Dec-14,72.1,72.35,70.15,70.25,71.17568288,930916,6499,66258582,283264,30.43,2.2,-1.85,-0.012649332,-0.005528576
15-Dec-14,69.75,70.6,69.3,69.7,69.9001214,629344,5702,43991222,210791,33.49,1.3,-0.05,-0.007829181,-0.00341355
16-Dec-14,69.3,69.6,65.65,66.05,67.3804099,1120423,8479,75494561,557803,49.79,3.95,-3.25,-0.052367288,-0.023359956
17-Dec-14,65.9,66.45,62.85,64.95,64.77679904,1522135,12294,98599033,570413,37.47,3.6,-0.95,-0.01665405,-0.007293667
18-Dec-14,65.7,67,65.6,66.6,66.43785112,811326,8098,53902756,285538,35.19,1.4,0.9,0.025404157,0.010895074
19-Dec-14,67.1,67.65,66.1,66.3,66.77820151,704581,7492,47050652,255962,36.33,1.55,-0.8,-0.004504505,-0.001960701
22-Dec-14,66.6,66.85,65.85,66.7,66.46959512,530474,7446,35260392,226845,42.76,1,0.1,0.006033183,0.002612306
23-Dec-14,66.95,67.35,66,66.35,66.63699407,558057,5705,37187241,181943,32.6,1.35,-0.6,-0.005247376,-0.002284907
24-Dec-14,66,66.8,65.8,66.05,66.31911348,543747,4268,36060819,232626,42.78,1,0.05,-0.004521477,-0.001968105
26-Dec-14,66.5,66.6,65.85,66.3,66.15428373,452141,5451,29911064,207485,45.89,0.75,-0.2,0.003785011,0.001640706
29-Dec-14,67.2,67.75,66.9,67.15,67.30612273,803988,8322,54113315,359957,44.77,0.85,-0.05,0.012820513,0.005532489
30-Dec-14,66.85,67.45,66.85,67.2,67.1605344,383083,5213,25728059,141046,36.82,0.6,0.35,0.000744602,0.000323256
31-Dec-14,66.9,68.15,66.9,67.7,67.77456061,563850,8339,38214686,230131,40.81,1.25,0.8,0.007440476,0.003219396
1-Jan-15,67.95,68.9,67.45,68.75,68.42737697,547409,6137,37457762,231317,42.26,1.45,0.8,0.015509601,0.006684034
2-Jan-15,69.2,70.1,68.8,69.2,69.43698615,767617,6024,53301011,282568,36.81,1.3,0,0.006545455,0.002833392
5-Jan-15,69.5,70,69,69.2,69.50806496,523189,4821,36365855,212572,40.63,1,-0.3,0,0
6-Jan-15,68.95,68.95,65.7,66.05,66.99188078,818675,7013,54844578,413155,50.47,3.25,-2.9,-0.045520231,-0.020233273
7-Jan-15,66.5,66.6,65.2,66.1,66.00192742,803147,7198,53009250,278323,34.65,1.4,-0.4,0.000757002,0.000328638
8-Jan-15,66.6,67.35,66.5,67.05,66.92559983,572875,5241,38340003,180691,31.54,0.85,0.45,0.014372163,0.006197323
9-Jan-15,68.1,68.3,66.8,67.2,67.4133802,624505,6179,42099993,210739,33.74,1.5,-0.9,0.002237136,0.000970491
12-Jan-15,67.3,67.8,66.75,67.55,67.40583264,362923,3821,24463127,156507,43.12,1.05,0.25,0.005208333,0.00225608
13-Jan-15,67.7,67.8,66.5,66.8,67.07244653,375049,3961,25155454,172745,46.06,1.3,-0.9,-0.011102887,-0.004848891
14-Jan-15,66.8,67.2,66.15,66.35,66.48218265,312757,3143,20792768,140485,44.92,1.05,-0.45,-0.006736527,-0.002935535
15-Jan-15,68.4,69.35,66.9,68.35,68.28271884,1104058,10879,75388082,461060,41.76,2.45,-0.05,0.03014318,0.012897592
16-Jan-15,68,69.25,67.65,68.55,68.62635102,554210,4933,38033410,167674,30.25,1.6,0.55,0.002926116,0.00126894
19-Jan-15,68.35,69.95,68.35,68.85,69.09871482,602483,6214,41630801,190830,31.67,1.6,0.5,0.004376368,0.001896485
20-Jan-15,69.1,69.45,68.5,68.65,68.90839746,503676,5893,34707506,206343,40.97,0.95,-0.45,-0.002904866,-0.001263403
21-Jan-15,69,69.95,68.7,69.5,69.31411807,1088180,8910,75426237,382246,35.13,1.25,0.5,0.012381646,0.005344263
22-Jan-15,71.2,73.7,70.85,71.65,72.22737002,3569877,30311,257842827,1020428,28.58,2.85,0.45,0.030935252,0.01323139
23-Jan-15,72.2,72.7,70.3,70.8,71.14039228,1301261,9796,92572218,455367,34.99,2.4,-1.4,-0.011863224,-0.005182937
27-Jan-15,71,71,69.7,70.05,70.13283159,1283121,9331,89988909,604799,47.13,1.3,-0.95,-0.01059322,-0.004625118
28-Jan-15,70,70.3,68.8,69.05,69.55250209,970847,9117,67524838,413173,42.56,1.5,-0.95,-0.014275517,-0.006244457
29-Jan-15,68.95,69.3,68.15,68.6,68.71713638,508853,5057,34966921,228765,44.96,1.15,-0.35,-0.006517017,-0.002839567
30-Jan-15,68.7,70.2,68.25,68.85,69.13805115,950242,9115,65697880,369743,38.91,1.95,0.15,0.003644315,0.001579829
2-Feb-15,69,71.15,68.85,70.7,70.330899,1074352,9112,75560142,353994,32.95,2.3,1.7,0.026870007,0.011515469
3-Feb-15,71.45,71.45,68.65,69.15,69.75777258,1063418,8904,74181671,434986,40.9,2.8,-2.3,-0.021923621,-0.009627229
4-Feb-15,69.75,69.75,67.95,68.2,68.53593216,871754,7287,59746473,327453,37.56,1.8,-1.55,-0.01373825,-0.00600781
5-Feb-15,68.45,68.7,66.75,67,67.82881299,645674,5974,43795301,322395,49.93,1.95,-1.45,-0.017595308,-0.007709572
6-Feb-15,67.2,67.35,66.3,66.5,66.68797526,529974,6729,35342893,223296,42.13,1.05,-0.7,-0.007462687,-0.003253157
9-Feb-15,66.2,67.05,65.55,65.8,66.33116737,524170,5559,34768808,199119,37.99,1.5,-0.4,-0.010526316,-0.004595752
10-Feb-15,65.5,66.8,63.9,64.9,65.51908964,835715,8334,54755286,308101,36.87,2.9,-0.6,-0.013677812,-0.005981197
11-Feb-15,65.15,66.35,65.15,66.05,65.87330671,434656,6538,28632228,141037,32.45,1.2,0.9,0.017719569,0.007628125
12-Feb-15,66.5,67,65.85,66.85,66.41798271,624411,6318,41472119,237554,38.04,1.15,0.35,0.012112036,0.00522859
13-Feb-15,67.45,67.45,66.65,66.95,67.02373917,353677,3740,23704755,150844,42.65,0.8,-0.5,0.001495886,0.00064917
16-Feb-15,67.1,67.8,66.8,67.05,67.27942784,440858,4067,29660674,156940,35.6,1,-0.05,0.001493652,0.000648201
18-Feb-15,67.1,67.75,67.05,67.4,67.45346764,452008,6849,30489507,178245,39.43,0.7,0.3,0.005219985,0.002261114
19-Feb-15,67.7,67.7,66.3,67.1,66.85018523,340654,5334,22772783,131199,38.51,1.4,-0.6,-0.004451039,-0.001937376
20-Feb-15,67.4,68.2,66.6,67.25,67.61309556,551118,6877,37262794,182808,33.17,1.6,-0.15,0.002235469,0.000969769
23-Feb-15,67.5,67.95,66.85,67.05,67.51639995,469849,5282,31722513,190994,40.65,1.1,-0.45,-0.002973978,-0.001293506
24-Feb-15,67.6,67.6,66.45,66.6,66.76126146,298607,4188,19935380,133106,44.58,1.15,-1,-0.006711409,-0.002924553
25-Feb-15,66.8,67,65.85,66,66.34973705,362052,5322,24022055,164944,45.56,1.15,-0.8,-0.009009009,-0.003930294
26-Feb-15,66.7,66.9,65,65.95,65.94972934,803948,6245,53020153,220542,27.43,1.9,-0.75,-0.000757576,-0.000329136
27-Feb-15,67,67.65,66.35,67.15,66.99900319,868772,8233,58206858,316181,36.39,1.3,0.15,0.018195603,0.007831217
28-Feb-15,68.2,68.5,66.4,66.95,67.48328374,1127435,12741,76083016,338467,30.02,2.1,-1.25,-0.002978407,-0.001295436
2-Mar-15,67.85,68.05,66.95,67.55,67.40963179,726760,9321,48990624,218291,30.04,1.1,-0.3,0.008961912,0.003874772
3-Mar-15,67.9,70.2,67.25,69.4,69.31009159,2312420,18630,160274042,623425,26.96,2.95,1.5,0.027387121,0.011734117
4-Mar-15,71,71.4,67.8,68.05,69.70150769,2034307,18048,141794265,660143,32.45,3.6,-2.95,-0.01945245,-0.008531341
5-Mar-15,67.9,68.45,67.25,67.75,67.74346626,822079,6636,55690481,318669,38.76,1.2,-0.15,-0.004408523,-0.00191883
9-Mar-15,67.7,68.75,66.95,67.2,67.86852697,1153111,11167,78259945,381191,33.06,1.8,-0.5,-0.008118081,-0.003540026
10-Mar-15,67.6,67.6,66.15,66.4,66.78355579,502499,5123,33558670,220928,43.97,1.45,-1.2,-0.011904762,-0.005201194
11-Mar-15,66.8,66.8,65.65,65.85,66.1467876,487657,6169,32256944,210763,43.22,1.15,-0.95,-0.008283133,-0.0036123
12-Mar-15,66.3,66.75,65.7,66.4,66.39761872,437243,3592,29031894,177170,40.52,1.05,0.1,0.008352316,0.0036123
13-Mar-15,67.1,67.35,65.05,65.25,65.94007509,577990,5653,38112704,260369,45.05,2.3,-1.85,-0.017319277,-0.007587563
16-Mar-15,65.25,65.7,64.6,64.85,64.96905324,438592,3885,28494907,190253,43.38,1.1,-0.4,-0.006130268,-0.002670536
17-Mar-15,65.75,65.75,64.8,65.3,65.26388632,491761,4975,32094234,199057,40.48,0.95,-0.45,0.00693909,0.003003201
18-Mar-15,65.5,66.25,65.1,65.45,65.648392,585820,4641,38458141,251683,42.96,1.15,-0.05,0.00229709,0.00099647
19-Mar-15,66.1,66.1,64.95,65.25,65.74133898,502337,3809,33024307,283536,56.44,1.15,-0.85,-0.003055768,-0.001329135
20-Mar-15,65.4,65.4,64.15,64.35,64.6580786,593964,4651,38404571,303462,51.09,1.25,-1.05,-0.013793103,-0.006031965
23-Mar-15,64.7,64.7,63.9,64,64.19630256,400601,3686,25717103,215776,53.86,0.8,-0.7,-0.005439005,-0.002368577
24-Mar-15,63.8,64.45,63.15,63.25,63.73698602,461888,3864,29439349,214060,46.34,1.3,-0.55,-0.01171875,-0.005119444
25-Mar-15,63.5,63.55,62.55,62.65,62.94336072,583535,4805,36729654,299173,51.27,1,-0.85,-0.009486166,-0.004139455
26-Mar-15,62.3,63,61.65,61.95,62.38206499,599364,4439,37389564,336711,56.18,1.35,-0.35,-0.011173184,-0.004879765
27-Mar-15,62.05,62.45,59.75,61.35,61.04966796,1073207,7353,65518931,438152,40.83,2.7,-0.7,-0.00968523,-0.004226744
30-Mar-15,62.2,63.15,61.5,62.8,62.59979475,535930,4433,33549108,196714,36.71,1.65,0.6,0.023634882,0.010145077
31-Mar-15,63.45,63.6,62.5,62.8,63.02553733,441119,3534,27801762,251773,57.08,1.1,-0.65,0,0
1-Apr-15,63.15,64,62.6,63.65,63.22148496,511353,3629,32328496,238900,46.72,1.4,0.5,0.013535032,0.005838764
6-Apr-15,63.7,64.4,63.5,63.75,63.84413857,309788,2966,19778148,141693,45.74,0.9,0.05,0.001571092,0.000681781
7-Apr-15,63.8,64.4,63.4,64.1,63.91482181,346685,3549,22158310,172443,49.74,1,0.3,0.005490196,0.00237784
8-Apr-15,64.5,65.65,64.15,64.8,64.76883062,619576,5055,40129213,199052,32.13,1.5,0.3,0.010920437,0.004716976
9-Apr-15,65,65.3,64.25,64.65,64.75828528,521346,4281,33761473,233191,44.73,1.05,-0.35,-0.002314815,-0.001006477
10-Apr-15,64.8,66.4,64.5,65.6,65.52314882,894927,6502,58638435,218760,24.44,1.9,0.8,0.014694509,0.00633531
13-Apr-15,66,66.85,65.7,66.3,66.37451209,705558,5735,46831068,279445,39.61,1.15,0.3,0.010670732,0.004609689
15-Apr-15,66.5,66.55,64.8,65.1,65.82305031,554960,3871,36529160,263290,47.44,1.75,-1.4,-0.018099548,-0.00793254
16-Apr-15,65.4,65.4,64.25,64.6,64.64401241,351310,2755,22710088,149907,42.67,1.15,-0.8,-0.007680492,-0.003348471
17-Apr-15,65,65.1,64.2,64.3,64.6071525,296176,2714,19135088,111412,37.62,0.9,-0.7,-0.004643963,-0.002021545
20-Apr-15,64.3,64.3,62.75,63.1,63.40278593,422336,4247,26777279,229670,54.38,1.55,-1.2,-0.018662519,-0.008181614
21-Apr-15,63.3,63.75,62.75,63.2,63.33506924,292450,2974,18522341,112528,38.48,1,-0.1,0.001584786,0.000687719
22-Apr-15,63.7,63.9,62.75,63.7,63.43445398,413572,3466,26234714,146850,35.51,1.15,0,0.007911392,0.003422354
23-Apr-15,63.9,66.85,63.05,66.3,65.61307482,2725987,23181,178860389,478319,17.55,3.8,2.4,0.040816327,0.017374096
24-Apr-15,67.5,67.6,63.6,63.9,65.34828995,1469428,11590,96024607,477100,32.47,4,-3.6,-0.036199095,-0.01601267
27-Apr-15,64.4,64.4,62.85,63.05,63.40088214,505590,5110,32054852,160675,31.78,1.55,-1.35,-0.013302034,-0.005815767
28-Apr-15,63.15,63.95,62.9,63.75,63.55160759,509179,4782,32359144,143274,28.14,1.05,0.6,0.0111023,0.004795098
29-Apr-15,64.2,64.2,63.25,63.95,63.75387372,536887,4409,34228626,179335,33.4,0.95,-0.25,0.003137255,0.00136036
30-Apr-15,64,64,63.05,63.2,63.41096123,440954,3502,27961317,195922,44.43,0.95,-0.8,-0.011727912,-0.005123471
4-May-15,63.5,64.15,63.4,63.85,63.73173539,421375,2854,26854960,202651,48.09,0.75,0.35,0.01028481,0.004443823
5-May-15,64.45,64.95,63.9,64.25,64.41154193,562159,4458,36209528,190135,33.82,1.05,-0.2,0.006264683,0.00271223
6-May-15,64.25,64.35,62.5,62.6,63.04444037,572250,5164,36077181,270274,47.23,1.85,-1.65,-0.025680934,-0.011298799
7-May-15,62.7,63,60.5,60.95,61.53401449,636273,5491,39152432,300348,47.2,2.5,-1.75,-0.026357827,-0.011600623
8-May-15,62,62.45,61.35,62.1,62.03420417,455997,3529,28287411,201974,44.29,1.1,0.1,0.018867925,0.00811789
11-May-15,63.1,63.2,62.1,63,62.79728131,285726,1589,17942816,104087,36.43,1.1,-0.1,0.014492754,0.006248949
12-May-15,63.3,63.3,61.6,62.15,62.19661277,475610,2125,29581331,225413,47.39,1.7,-1.15,-0.013492063,-0.005899416
13-May-15,62.45,63.15,62.1,62.8,62.6377699,414314,2238,25951705,184063,44.43,1.05,0.35,0.010458568,0.004518511
14-May-15,63,64.35,62.3,63.75,63.64129773,624596,2854,39750100,234029,37.47,2.05,0.75,0.015127389,0.006520545
15-May-15,64,65.65,63.6,64.75,64.61313192,680449,3564,43965941,224860,33.05,2.05,0.75,0.015686275,0.006759584
18-May-15,65.2,65.95,64.4,65.55,65.32329149,436507,2740,28514074,162392,37.2,1.55,0.35,0.012355212,0.005332923
19-May-15,67.95,68,65.75,66.15,66.60475889,1228564,5327,81828209,431185,35.1,2.25,-1.8,0.009153318,0.003957152
20-May-15,66.5,66.5,65.5,65.6,65.8288043,293109,1629,19295015,99886,34.08,1,-0.9,-0.008314437,-0.003626009
21-May-15,65.95,65.95,64.65,65,65.0702837,235460,1655,15321449,96174,40.85,1.3,-0.95,-0.009146341,-0.003990483
22-May-15,65.5,65.6,64.3,64.45,64.91518465,288120,1553,18703363,129334,44.89,1.3,-1.05,-0.008461538,-0.003690435
25-May-15,64.5,64.75,63.65,63.85,64.22177121,251038,1537,16122105,96876,38.59,1.1,-0.65,-0.009309542,-0.00406202
26-May-15,63.9,64.2,63.55,63.7,63.85379914,230197,1302,14698953,93056,40.42,0.65,-0.2,-0.002349256,-0.001021469
27-May-15,63.4,63.9,63.3,63.75,63.69712226,241127,1297,15359096,116831,48.45,0.6,0.35,0.000784929,0.000340757
28-May-15,64,64.15,63.55,63.75,63.81417917,225669,1073,14400882,106818,47.33,0.6,-0.25,0,0
29-May-15,63.9,64.8,63.7,64.55,64.27920644,550281,2194,35371626,238382,43.32,1.1,0.65,0.01254902,0.005416057
1-Jun-15,64.8,64.8,63.5,63.7,64.20527518,257849,1430,16555266,99598,38.63,1.3,-1.1,-0.013168087,-0.005756814
2-Jun-15,63.3,65.2,62.95,63.1,63.82328472,768796,3731,49067086,166045,21.6,2.25,-0.2,-0.009419152,-0.004110073
3-Jun-15,63.25,63.3,60.75,61.7,61.9041339,640654,3312,39659131,254297,39.69,2.55,-1.55,-0.022187005,-0.009744195
4-Jun-15,62.1,62.1,60.35,60.9,61.00586127,421240,2462,25698109,168076,39.9,1.75,-1.2,-0.012965964,-0.005667871
5-Jun-15,60.7,61.85,60.7,61,61.2846149,368779,2078,22600479,138810,37.64,1.15,0.3,0.001642036,0.000712542
8-Jun-15,61.1,61.3,60.4,60.6,60.84998558,256502,1581,15608143,109875,42.84,0.9,-0.5,-0.006557377,-0.002857211
9-Jun-15,60.5,61,60.15,60.3,60.47859237,240802,1532,14563366,102094,42.4,0.85,-0.2,-0.004950495,-0.002155312
10-Jun-15,61,61.8,61,61.3,61.39700265,388743,2352,23867655,142796,36.73,0.8,0.3,0.016583748,0.007143162
11-Jun-15,61.95,62,60.05,60.2,60.80864554,349498,2000,21252500,164014,46.93,1.95,-1.75,-0.017944535,-0.007863983
12-Jun-15,60,60.5,59.4,60,59.88614902,323089,2247,19348556,168042,52.01,1.1,0,-0.003322259,-0.001445241
15-Jun-15,60.4,60.75,60,60.2,60.36234288,339957,1859,20520601,112050,32.96,0.75,-0.2,0.003333333,0.001445241
16-Jun-15,60.3,62.75,60.05,62.4,61.64045049,564359,3215,34787343,178917,31.7,2.7,2.1,0.03654485,0.015588098
17-Jun-15,62.85,63.45,61.8,62.1,62.72995159,600933,3043,37696498,230893,38.42,1.65,-0.75,-0.004807692,-0.00209299
