Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,return,log return
24-Feb-16,51,51.7,50.7,51.35,51.23897501,236803,1255,12133543,101123,42.7,1,0.35,0.00195122,0.000846578
25-Feb-16,51.35,52,50.4,50.7,51.3766184,190389,1011,9781543,111724,58.68,1.6,-0.65,-0.012658228,-0.005532489
26-Feb-16,51.7,51.7,50.25,50.75,50.81205357,966137,915,49091405,867712,89.81,1.45,-0.95,0.000986193,0.000428087
29-Feb-16,50.75,51.9,50.2,50.95,51.03535845,293678,1401,14987962,87946,29.95,1.7,0.2,0.003940887,0.001708142
1-Mar-16,51.9,52.6,51.1,52.3,52.09111347,197490,1196,10287474,80812,40.92,1.5,0.4,0.026496565,0.011357501
2-Mar-16,53,53.7,52.8,53.1,53.34978275,250404,1376,13358999,110598,44.17,0.9,0.1,0.015296367,0.006592832
3-Mar-16,53.8,54.1,52.9,53.65,53.41980485,233973,1283,12498792,84110,35.95,1.2,-0.15,0.010357815,0.004475205
4-Mar-16,54.25,56,53.1,55.5,54.65597125,462441,2373,25275162,140042,30.28,2.9,1.25,0.034482759,0.014723257
8-Mar-16,55.5,55.65,54.15,54.8,54.93150674,246506,1040,13540946,112840,45.78,1.5,-0.7,-0.012612613,-0.005512425
9-Mar-16,55.3,55.3,54.2,54.85,54.60683968,140182,706,7654896,70108,50.01,1.1,-0.45,0.000912409,0.000396073
10-Mar-16,55.5,55.5,54.55,54.75,54.89253432,132647,916,7281330,56357,42.49,0.95,-0.75,-0.001823154,-0.000792508
11-Mar-16,55.4,55.4,54.4,54.75,54.81205619,129560,708,7101450,55135,42.56,1,-0.65,0,0
14-Mar-16,55,55.25,54.55,54.9,54.89270597,117891,631,6471356,55383,46.98,0.7,-0.1,0.002739726,0.001188221
15-Mar-16,54.8,55.9,54.7,55.4,55.4269074,209474,1127,11610496,91903,43.87,1.2,0.6,0.009107468,0.00393742
16-Mar-16,55.55,56,54.85,55.8,55.42498576,221198,1118,12259896,93990,42.49,1.15,0.25,0.007220217,0.003124434
17-Mar-16,56.15,56.95,56.1,56.25,56.54339625,195086,1249,11030825,71033,36.41,0.85,0.1,0.008064516,0.003488328
18-Mar-16,57.8,57.8,56.15,56.9,56.57064872,224767,1163,12715215,104710,46.59,1.65,-0.9,0.011555556,0.00498974
21-Mar-16,57,62.55,56.7,61.4,60.61123198,1571086,8149,95225458,347187,22.1,5.85,4.4,0.079086116,0.033056105
22-Mar-16,62,63.9,61.15,63.3,62.84792266,1009802,6322,63463958,250913,24.85,2.75,1.3,0.030944625,0.013235339
23-Mar-16,63.2,64.4,62.6,63.1,63.34297019,552981,2977,35027459,156579,28.32,1.8,-0.1,-0.003159558,-0.001374351
28-Mar-16,63.2,64,62.6,63.05,63.24161394,456770,2702,28886872,146365,32.04,1.4,-0.15,-0.000792393,-0.000344268
29-Mar-16,63.3,63.6,61.4,62.5,62.44149254,385438,2282,24067324,125862,32.65,2.2,-0.8,-0.008723236,-0.003805074
30-Mar-16,62.85,64.1,62.8,63.35,63.38726513,310596,1566,19687831,111986,36.06,1.3,0.5,0.0136,0.005866602
31-Mar-16,63.55,64.25,62.95,63.6,63.64047893,401893,1823,25576663,143764,35.77,1.3,0.05,0.00394633,0.001710496
1-Apr-16,63.6,66.45,63.5,65.55,65.38120698,571393,3384,37358364,165317,28.93,2.95,1.95,0.030660377,0.01311558
4-Apr-16,65.7,65.95,64.3,64.9,65.01090412,291633,1755,18959325,103042,35.33,1.65,-0.8,-0.009916095,-0.004327999
5-Apr-16,64.6,71,64.15,69.45,68.97758829,2856186,16048,197012822,721001,25.24,6.85,4.85,0.070107858,0.029427553
6-Apr-16,70,72.15,70,71.4,71.36343483,1557132,8609,111122288,492568,31.63,2.15,1.4,0.028077754,0.012025962
7-Apr-16,71.9,71.9,69.1,69.8,70.11010562,540808,3346,37916106,152386,28.18,2.8,-2.1,-0.022408964,-0.009842789
8-Apr-16,69.65,73.2,69.55,72.8,72.09729997,1384430,5835,99813665,423293,30.58,3.65,3.15,0.042979943,0.018275957
11-Apr-16,73,73.8,70.85,72.65,72.30899782,872634,4283,63099290,288721,33.09,2.95,-0.35,-0.00206044,-0.000895761
12-Apr-16,72.45,74.15,71.7,73.7,73.03360727,1007282,5421,73565438,298828,29.67,2.45,1.25,0.014452856,0.006231869
13-Apr-16,74.3,74.75,72.6,73.05,73.87834903,926051,5059,68415119,378369,40.86,2.15,-1.25,-0.008819539,-0.003847268
18-Apr-16,73,74.4,71.75,72.4,72.99984578,771646,4955,56330039,141111,18.29,2.65,-0.6,-0.008898015,-0.003881654
20-Apr-16,72.5,72.8,71.1,72.05,72.00562893,615925,3777,44350067,162590,26.4,1.7,-0.45,-0.004834254,-0.002104581
21-Apr-16,72,72.75,71.2,71.5,71.85962354,419700,2364,30159484,139431,33.22,1.55,-0.5,-0.007633588,-0.003327943
22-Apr-16,71.25,71.75,69.75,69.9,70.67689644,358105,1788,25309750,109162,30.48,2,-1.35,-0.022377622,-0.009828866
25-Apr-16,69.5,70,68.5,69.1,69.1527374,377347,2327,26094578,118245,31.34,1.5,-0.4,-0.011444921,-0.004999128
26-Apr-16,69.25,71.5,68.2,70.9,70.47489633,665600,3402,46908091,191538,28.78,3.3,1.65,0.026049204,0.011168188
27-Apr-16,71.45,72.9,71.35,71.6,72.23307021,586673,3560,42377192,200257,34.13,1.55,0.15,0.009873061,0.004266787
28-Apr-16,72,72.75,70.25,70.65,71.41008964,429728,2393,30686915,146223,34.03,2.5,-1.35,-0.013268156,-0.005800856
29-Apr-16,70.55,72.25,69.4,71.6,70.95647964,577247,2560,40959415,173842,30.12,2.85,1.05,0.013446568,0.005800856
2-May-16,71.5,76,71,75.35,74.21432174,3443561,18187,255561544,681461,19.79,5,3.85,0.052374302,0.022170234
3-May-16,76.4,77,73,73.4,75.01689796,2034033,10099,152586846,570385,28.04,4,-3,-0.02587923,-0.011387197
4-May-16,73,75,72.25,73,73.79073491,994982,5960,73420453,214252,21.53,2.75,0,-0.005449591,-0.0023732
5-May-16,73.25,74.25,72.6,73.1,73.3328688,569744,3240,41780962,179871,31.57,1.65,-0.15,0.001369863,0.000594517
6-May-16,73.4,74,72.9,73.25,73.41372346,456022,2478,33478273,176376,38.68,1.1,-0.15,0.002051984,0.000890252
9-May-16,74,74.6,73.55,74,74.06372294,383912,2312,28433952,153492,39.98,1.05,0,0.010238908,0.004424091
10-May-16,74,76.05,73.75,75.2,75.05919895,966453,4812,72541188,373764,38.67,2.3,1.2,0.016216216,0.006986121
11-May-16,74.5,75.1,73.55,74.15,74.4494198,436060,2191,32464414,105532,24.2,1.55,-0.35,-0.013962766,-0.006106685
12-May-16,74.5,75,73.8,74.1,74.34615122,380172,1983,28264325,132438,34.84,1.2,-0.4,-0.000674309,-0.000292947
13-May-16,73.4,73.9,72.5,72.7,72.96503133,521953,2410,38084317,183763,35.21,1.4,-0.7,-0.018893387,-0.008283797
16-May-16,73,73.2,71.2,72.1,72.03694823,440806,1797,31754319,138909,31.51,2,-0.9,-0.008253095,-0.003599146
17-May-16,72.9,72.9,71,71.25,71.80345311,385160,1981,27655818,124548,32.34,1.9,-1.65,-0.011789182,-0.005150396
18-May-16,71.35,71.45,70.55,71.05,71.00780416,237950,1212,16896307,88273,37.1,0.9,-0.3,-0.002807018,-0.001220786
19-May-16,71.45,73.65,70.35,71.2,72.21283316,696259,3724,50278835,187030,26.86,3.3,-0.25,0.002111189,0.000915911
20-May-16,71.25,72.35,70.9,71.4,71.62300206,474801,2662,34006673,154725,32.59,1.45,0.15,0.002808989,0.001218218
23-May-16,71.05,72.3,71,71.45,71.77159771,546308,1831,39209398,232588,42.57,1.3,0.4,0.00070028,0.000304021
24-May-16,72,72.3,71.2,72.05,71.85798754,328950,1930,23637685,125795,38.24,1.1,0.05,0.008397481,0.003631752
25-May-16,72.5,73,71.85,72.25,72.43669266,327466,1605,23720554,112855,34.46,1.15,-0.25,0.00277585,0.001203866
26-May-16,72.8,74,72.3,73.75,73.11564211,598519,2391,43761101,209599,35.02,1.7,0.95,0.020761246,0.008924173
27-May-16,74,74.8,73.5,73.75,74.08828025,542375,2436,40183631,189868,35.01,1.3,-0.25,0,0
30-May-16,73.5,78.8,72.95,77.8,77.21192774,2516169,11702,194278259,740940,29.45,5.85,4.3,0.054915254,0.023217572
31-May-16,78.3,79.55,77.5,78.55,78.61801694,1640578,8326,128978989,404235,24.64,2.05,0.25,0.009640103,0.004166592
1-Jun-16,78.9,80.75,77.25,77.7,79.35621178,1250245,7339,99214707,300538,24.04,3.5,-1.2,-0.010821133,-0.004725171
2-Jun-16,77.6,78.7,76.9,78.25,77.80380155,513159,2742,39925721,164140,31.99,1.8,0.65,0.007078507,0.003063327
3-Jun-16,78,80.45,77.4,77.85,79.06738577,1248038,7257,98679102,267893,21.47,3.05,-0.15,-0.005111821,-0.002225729
6-Jun-16,77.95,78.45,76.5,76.7,77.27632197,457669,2084,35366977,163954,35.82,1.95,-1.25,-0.014771997,-0.006463253
7-Jun-16,77,78.25,76.45,77.25,77.44669848,582019,2982,45075450,161370,27.73,1.8,0.25,0.007170795,0.003103124
8-Jun-16,77,78.65,77,78.35,77.88615651,465121,2874,36226487,158553,34.09,1.65,1.35,0.014239482,0.006140513
9-Jun-16,78.55,79.4,77.35,77.85,78.29863501,410846,2387,32168681,103405,25.17,2.05,-0.7,-0.006381621,-0.002780384
10-Jun-16,77.55,78.9,77.3,77.85,78.08057769,444664,2050,34719622,126390,28.42,1.6,0.3,0,0
13-Jun-16,77.5,77.5,75.75,76.65,76.46205723,374261,1673,28616766,125535,33.54,1.75,-0.85,-0.015414258,-0.006746458
14-Jun-16,77.2,77.6,76.35,76.5,76.84141316,394068,1435,30280742,118558,30.09,1.25,-0.7,-0.001956947,-0.000850724
15-Jun-16,76.95,77.9,76.6,77.15,77.25001599,359545,1597,27774857,111198,30.93,1.3,0.2,0.008496732,0.003674495
16-Jun-16,77.45,77.65,75.55,76.3,76.48140376,515104,2166,39395877,137273,26.65,2.1,-1.15,-0.011017498,-0.004811392
17-Jun-16,77,77.2,75.85,76.25,76.46984186,334636,1572,25589562,106436,31.81,1.35,-0.75,-0.000655308,-0.00028469
20-Jun-16,75.75,77.3,75.2,77,76.35906319,367459,1542,28058825,155167,42.23,2.1,1.25,0.009836066,0.004250877
21-Jun-16,77.25,77.3,75.75,76.2,76.48548619,218826,1234,16737013,95412,43.6,1.55,-1.05,-0.01038961,-0.004535754
22-Jun-16,76.9,76.9,75.1,75.45,75.83208658,332731,1395,25231686,123597,37.15,1.8,-1.45,-0.00984252,-0.004295727
23-Jun-16,75.5,75.7,74.7,75.15,75.0940232,351158,1373,26369867,156225,44.49,1,-0.35,-0.003976143,-0.001730259
24-Jun-16,73.4,73.45,70.1,73.1,72.21352785,750792,3649,54217339,219430,29.23,3.35,-0.3,-0.027278776,-0.012011608
27-Jun-16,73.2,75.45,72.55,74.8,74.47626372,518784,2489,38637094,125806,24.25,2.9,1.6,0.023255814,0.009984221
28-Jun-16,75.8,77.6,74.75,77.4,76.62243735,805710,3881,61735464,255444,31.7,2.85,1.6,0.034759358,0.014839363
29-Jun-16,78.1,78.4,77.1,77.4,77.67325053,520971,2249,40465511,136629,26.23,1.3,-0.7,0,0
30-Jun-16,77.6,79.7,77.5,78.9,78.45542044,760326,3369,59651696,239324,31.48,2.2,1.3,0.019379845,0.008336043
1-Jul-16,79.8,81.65,79.35,80.25,80.62331423,1847370,7705,148941092,514787,27.87,2.3,0.45,0.017110266,0.007368038
4-Jul-16,81.2,81.4,79.85,80.3,80.6550811,765867,3231,61771065,318871,41.64,1.55,-0.9,0.000623053,0.000270504
5-Jul-16,80.4,81.05,78.05,78.45,79.33891703,828185,3511,65707301,270851,32.7,3,-1.95,-0.023038605,-0.010122597
7-Jul-16,78.6,79.2,77.25,77.55,78.15807311,697829,3015,54540970,240345,34.44,1.95,-1.05,-0.011472275,-0.005011146
8-Jul-16,77.35,77.7,76.2,76.9,76.87720001,474202,2062,36455322,167472,35.32,1.5,-0.45,-0.008381689,-0.003655462
11-Jul-16,77.65,78.95,77.65,78.15,78.26422157,677738,2437,53042637,239116,35.28,1.3,0.5,0.016254876,0.007002643
12-Jul-16,78.25,78.8,77.55,78.15,78.09201144,442032,1888,34519168,145761,32.98,1.25,-0.1,0,0
13-Jul-16,78.2,78.5,75.45,75.9,76.6449565,502637,2324,38524591,203697,40.53,3.05,-2.3,-0.028790787,-0.012687206
14-Jul-16,76.05,77.5,75.7,77.05,76.91415847,385303,2044,29635256,143564,37.26,1.8,1,0.015151515,0.006530867
15-Jul-16,77.35,77.35,75.7,75.95,76.32669856,344247,1920,26275237,126936,36.87,1.65,-1.4,-0.014276444,-0.006244865
18-Jul-16,76.45,77.3,75.15,75.5,76.32044164,336289,1714,25665725,119813,35.63,2.15,-0.95,-0.005924951,-0.002580827
19-Jul-16,75.85,76.1,74.9,75.25,75.3021787,278974,1375,21007350,89362,32.03,1.2,-0.6,-0.003311258,-0.001440447
20-Jul-16,75.5,76.2,75.1,75.95,75.62918965,297489,1314,22498852,122259,41.1,1.1,0.45,0.009302326,0.004021274
21-Jul-16,75.7,76.3,74.6,74.85,75.34387592,419410,1843,31599975,139841,33.34,1.7,-0.85,-0.014483213,-0.006335974
22-Jul-16,74.5,77.9,73.6,76.85,76.15735061,2389835,11022,182003502,350921,14.68,4.3,2.35,0.026720107,0.011452067
25-Jul-16,77.4,77.85,75.35,76.7,76.8545656,601082,3156,46195896,203773,33.9,2.5,-0.7,-0.001951854,-0.000848508
26-Jul-16,76.25,80.9,76.25,78.4,79.15660228,2319500,10854,183603739,688970,29.7,4.65,2.15,0.022164276,0.009520699
27-Jul-16,78.95,85.8,78.6,85.1,83.01033994,4483970,20011,372215874,1546731,34.49,7.2,6.15,0.085459184,0.035613497
28-Jul-16,85.95,88.25,84.6,87.7,87.01986556,3646008,18812,317275126,870872,23.89,3.65,1.75,0.030552291,0.013070033
29-Jul-16,88.15,88.25,85.7,86,86.9012811,1211845,6258,105310883,312125,25.76,2.55,-2.15,-0.019384265,-0.008501142
1-Aug-16,86,89.75,84.1,88.3,87.63848398,2468679,11940,216351285,453400,18.37,5.65,2.3,0.026744186,0.011462252
2-Aug-16,87.9,89.1,86.15,88.2,87.97739441,1893647,9881,166598129,348889,18.42,2.95,0.3,-0.001132503,-0.000492118
3-Aug-16,88.2,88.65,85.85,87.45,87.44407574,1140632,5628,99741511,305217,26.76,2.8,-0.75,-0.008503401,-0.003708771
4-Aug-16,88.1,88.25,85.4,86.15,86.8516616,719517,4345,62491247,146312,20.33,2.85,-1.95,-0.014865638,-0.006504532
5-Aug-16,86,87.9,86,86.95,87.03759996,501942,2879,43687827,158272,31.53,1.9,0.95,0.009286129,0.004014305
8-Aug-16,87.6,91.5,87.2,90.95,90.38295102,2427958,11274,219446009,715456,29.47,4.3,3.35,0.04600345,0.019533117
9-Aug-16,92,92.55,88.85,89.55,90.79412421,1771471,9509,160839158,439004,24.78,3.7,-2.45,-0.015393073,-0.006737113
10-Aug-16,90,90.1,87.1,88.45,88.34830643,988239,6359,87309242,224588,22.73,3,-1.55,-0.01228364,-0.005367753
11-Aug-16,89,90.2,87,90,89.44249519,1775208,6977,158779033,718534,40.48,3.2,1,0.017524025,0.007544672
12-Aug-16,89.7,93,89.3,90.25,90.69263718,5059597,12184,458868195,3374931,66.7,3.7,0.55,0.002777778,0.001204701
16-Aug-16,90.9,93,88.45,92.4,91.17068771,1489621,6946,135809771,364343,24.46,4.55,1.5,0.023822715,0.010224761
17-Aug-16,92,94.3,91.7,93.3,93.2974733,2555900,11009,238459012,1119941,43.82,2.6,1.3,0.00974026,0.004209673
18-Aug-16,93.75,94.75,93.15,93.55,93.90950959,1003808,4420,94267117,263752,26.28,1.6,-0.2,0.002679528,0.001162148
19-Aug-16,93.8,95.3,93.65,94.2,94.45955,769246,4252,72662631,281186,36.55,1.65,0.4,0.006948156,0.003007111
22-Aug-16,94.5,95.45,93.6,94.05,94.43651717,695125,3591,65645184,176040,25.32,1.85,-0.45,-0.001592357,-0.000692103
23-Aug-16,94.35,95.2,93.5,94.95,94.52666697,914952,3617,86487363,280618,30.67,1.7,0.6,0.009569378,0.004136169
24-Aug-16,95,95.85,94.15,94.85,95.03353186,981902,3295,93313615,364368,37.11,1.7,-0.15,-0.001053186,-0.000457634
25-Aug-16,94.85,96.45,93.55,94.9,95.47874612,1410848,6315,134705998,266955,18.92,2.9,0.05,0.000527148,0.000228877
26-Aug-16,94.45,95.45,91.35,93.75,93.74215584,1478808,8233,138626650,243794,16.49,4.1,-0.7,-0.012118019,-0.005294936
29-Aug-16,94,95.35,92.65,94.75,94.43216335,892718,5146,84301292,192577,21.57,2.7,0.75,0.010666667,0.004607942
30-Aug-16,95.4,96.45,95,95.35,95.84250208,618478,3117,59276479,200625,32.44,1.45,-0.05,0.006332454,0.002741479
31-Aug-16,95.75,97.9,94.95,97,96.60523257,1276924,5331,123357540,288578,22.6,2.95,1.25,0.017304667,0.007451037
1-Sep-16,97.2,98.9,96.45,97.05,97.84413414,1240926,5306,121417330,223051,17.97,2.45,-0.15,0.000515464,0.000223805
2-Sep-16,97.3,97.8,96.5,97,97.18259312,480741,2185,46719657,125951,26.2,1.3,-0.3,-0.000515198,-0.000223805
6-Sep-16,98,98.5,97.1,97.4,97.69354715,522560,2480,51050740,159658,30.55,1.4,-0.6,0.004123711,0.001787223
7-Sep-16,97.65,99,97.1,97.45,98.0830418,696601,3198,68324745,176108,25.28,1.9,-0.2,0.000513347,0.000222887
8-Sep-16,97.8,98.9,97.05,97.25,97.85494643,459968,2285,45010144,161640,35.14,1.85,-0.55,-0.002052335,-0.000892233
9-Sep-16,97.85,97.85,94.5,94.75,95.62073385,558642,3088,53417758,164794,29.5,3.35,-3.1,-0.025706941,-0.011310391
12-Sep-16,93.9,93.9,88.45,89.2,90.71791081,1003796,5084,91062276,325531,32.43,5.45,-4.7,-0.058575198,-0.026214364
14-Sep-16,89.7,91.3,87.4,91.05,89.69803845,889653,4332,79800129,195605,21.99,3.9,1.35,0.02073991,0.008915096
15-Sep-16,91.05,93.8,91.05,93.2,92.86722788,721296,3547,66984760,166875,23.14,2.75,2.15,0.023613399,0.010135962
16-Sep-16,94,95.2,91.5,92.55,93.71846192,694034,4312,65043799,162288,23.38,3.7,-1.45,-0.006974249,-0.003039489
19-Sep-16,92.2,93.6,92.2,92.75,92.91125121,378608,1702,35176943,120357,31.79,1.4,0.55,0.002160994,0.000937495
20-Sep-16,92.9,93.2,91.25,91.55,92.24657817,353977,1696,32653167,140835,39.79,1.95,-1.35,-0.012938005,-0.00565557
21-Sep-16,92,92.7,91.1,91.4,91.89540722,422859,2241,38858800,98368,23.26,1.6,-0.6,-0.001638449,-0.000712153
22-Sep-16,93,94.3,92.1,93.9,93.29366545,558714,2575,52124477,174548,31.24,2.2,0.9,0.027352298,0.011719397
23-Sep-16,94.25,94.6,92.45,92.85,93.58476203,394475,1914,36916849,114221,28.96,2.15,-1.4,-0.011182109,-0.004883684
26-Sep-16,93.4,93.55,91.5,92.1,92.64417453,328411,1736,30425366,115711,35.23,2.05,-1.3,-0.008077544,-0.003522278
27-Sep-16,92.8,93.4,90.2,90.85,91.9582339,411482,2377,37839158,115465,28.06,3.2,-1.95,-0.013572204,-0.005934699
28-Sep-16,91.5,93,91.2,92.65,92.59076165,849048,2455,78614001,555117,65.38,1.8,1.15,0.019812878,0.008520492
29-Sep-16,93,94.5,84.7,85.9,90.1798745,1837520,7379,165707323,779920,42.44,9.8,-7.1,-0.07285483,-0.03285226
30-Sep-16,87,92.65,86.2,91.6,89.64016141,1853695,7071,166165519,698973,37.71,6.45,4.6,0.066356228,0.02790231
3-Oct-16,92.1,93.4,91.75,92.8,92.63813669,986436,2978,91381593,204980,20.78,1.65,0.7,0.013100437,0.005652503
4-Oct-16,92.8,94.25,92.8,93.7,93.53253865,1033540,3205,96669620,183557,17.76,1.45,0.9,0.009698276,0.004191615
5-Oct-16,93.7,97.45,92.75,96.5,95.62276836,1984192,7813,189733932,464813,23.43,4.7,2.8,0.029882604,0.012787722
6-Oct-16,96.5,97.55,94,94.8,95.69538181,1680983,5007,160862310,173929,10.35,3.55,-1.7,-0.01761658,-0.007718976
7-Oct-16,94.8,95.8,93.75,94.05,94.53125821,688987,2570,65130808,97454,14.14,2.05,-0.75,-0.007911392,-0.003449537
10-Oct-16,94.95,95.7,93.55,94.05,94.86199904,471446,2621,44722310,143628,30.47,2.15,-0.9,0,0
13-Oct-16,94.45,94.45,90.4,92.45,92.40788479,1242900,4008,114853760,552292,44.44,4.05,-2,-0.017012228,-0.007451884
14-Oct-16,93,100,92.5,99.3,97.40254049,2237283,10866,217917048,900715,40.26,7.5,6.3,0.074094105,0.031042333
17-Oct-16,100.95,101.2,97.25,98.75,99.04353732,1377462,7521,136428709,374291,27.17,3.95,-2.2,-0.005538771,-0.002412144
18-Oct-16,99.4,101.8,99,100.7,100.4775342,8851659,10655,889392870,4389185,49.59,2.8,1.3,0.019746835,0.008492366
19-Oct-16,101.3,102.9,100.25,101.35,101.6429088,1122660,5683,114110428,276612,24.64,2.65,0.05,0.006454816,0.002794282
20-Oct-16,101.85,102.6,101.15,101.65,101.9292413,779523,3936,79456188,156467,20.07,1.45,-0.2,0.002960039,0.00128363
21-Oct-16,100.8,103,100.35,102,101.5021506,957886,4351,97227489,240494,25.11,2.65,1.2,0.003443187,0.001492789
24-Oct-16,102.95,103.4,101.25,101.65,102.2919587,707946,5245,72417183,169394,23.93,2.15,-1.3,-0.003431373,-0.001492789
25-Oct-16,101.65,103.6,100.75,102.75,101.9675125,843770,4120,86037128,166108,19.69,2.85,1.1,0.010821446,0.004674448
26-Oct-16,104.2,107.4,101.8,104.5,104.9597396,2731022,15183,286647358,454154,16.63,5.6,0.3,0.01703163,0.00733446
27-Oct-16,104.95,107.75,103.35,105.9,106.0147675,1752840,9138,185826925,303062,17.29,4.4,0.95,0.013397129,0.00577967
28-Oct-16,106,107.3,105.65,106.8,106.4998093,702538,3933,74820163,209300,29.79,1.65,0.8,0.008498584,0.003675293
30-Oct-16,107.95,108.25,107.4,107.8,107.8569042,331652,2663,35770958,169933,51.24,0.85,-0.15,0.009363296,0.004047508
1-Nov-16,108.4,109.15,106.95,107.8,108.2342508,711451,4316,77003366,270596,38.03,2.2,-0.6,0,0
2-Nov-16,107,107,103.8,104.2,105.1147639,713299,4882,74978256,243385,34.12,3.2,-2.8,-0.033395176,-0.014751042
3-Nov-16,104.1,105.75,102.35,103.15,104.7797138,898413,3826,94135457,188005,20.93,3.4,-0.95,-0.010076775,-0.004398487
4-Nov-16,104.1,104.15,98.85,100.95,100.8151228,1408605,6176,142008686,250664,17.8,5.3,-3.15,-0.021328163,-0.009362909
7-Nov-16,102.3,104.95,102.3,103.3,103.7568834,409499,2747,42488340,124471,30.4,2.65,1,0.023278851,0.009993998
8-Nov-16,104.45,104.7,102.35,103.75,103.4361197,430884,2538,44568969,107982,25.06,2.35,-0.7,0.004356244,0.001887784
9-Nov-16,94,101.95,90,100.45,97.18654373,2789169,20077,271069695,479934,17.21,11.95,6.45,-0.031807229,-0.014038164
10-Nov-16,101.1,104.4,100.3,100.65,102.5303753,628406,4161,64430703,171965,27.37,4.1,-0.45,0.00199104,0.000863838
11-Nov-16,99,100.1,94.3,94.9,96.34332887,1149146,6511,110712551,362383,31.53,5.8,-4.1,-0.057128664,-0.025547567
15-Nov-16,94.8,94.8,81.5,84.75,86.77294314,1714249,10297,148750431,525968,30.68,13.3,-10.05,-0.106954689,-0.049126506
16-Nov-16,86,88.7,82.6,84.3,86.01636977,2037414,9873,175250956,341353,16.75,6.1,-1.7,-0.005309735,-0.002312132
17-Nov-16,84.95,87.7,84.1,85.35,85.74685518,947987,5774,81286904,217945,22.99,3.6,0.4,0.012455516,0.005375951
18-Nov-16,86.25,87.6,84.75,86.6,86.24506581,876030,4930,75553265,142012,16.21,2.85,0.35,0.014645577,0.006314367
21-Nov-16,86.8,87.3,82.55,82.8,84.47699323,826083,4793,69785008,197873,23.95,4.75,-4,-0.043879908,-0.019487555
22-Nov-16,83.2,84.75,81.9,84,83.30933457,616879,3469,51391779,143985,23.34,2.85,0.8,0.014492754,0.006248949
23-Nov-16,85,85.65,83.65,85.05,84.75399161,682306,2763,57828157,152640,22.37,2,0.05,0.0125,0.005395032
24-Nov-16,84.7,85.35,82.75,83.15,84.03164917,637805,3868,53595806,137802,21.61,2.6,-1.55,-0.0223398,-0.009812064
25-Nov-16,83.55,88.9,83,88.6,86.034753,1413921,5992,121646344,244519,17.29,5.9,5.05,0.065544197,0.027571468
28-Nov-16,88.65,88.95,86.8,87.1,87.67372796,734804,3610,64423006,150383,20.47,2.15,-1.55,-0.016930023,-0.007415567
29-Nov-16,87.35,90.5,87.35,88.5,89.30710344,652627,3538,58284227,136820,20.96,3.15,1.15,0.016073479,0.006925116
30-Nov-16,89,90.15,88.15,89.4,89.22194583,583710,3146,52079742,96588,16.55,2,0.4,0.010169492,0.004394248
1-Dec-16,89.4,90,86.85,87.4,88.21437164,714031,4957,62987796,128835,18.04,3.15,-2,-0.022371365,-0.009826086
2-Dec-16,86.8,86.9,84,84.15,84.89580326,864576,5261,73398874,215149,24.88,2.9,-2.65,-0.037185355,-0.016457312
5-Dec-16,84,86.15,83.3,85.7,84.76851397,519621,3195,44047500,92721,17.84,2.85,1.7,0.018419489,0.007926702
6-Dec-16,85.8,86.95,85.75,86.25,86.3388056,332099,1882,28673031,109721,33.04,1.2,0.45,0.006417736,0.002778282
7-Dec-16,86.25,87,84.7,85.5,85.96005192,393686,2006,33841269,77181,19.6,2.3,-0.75,-0.008695652,-0.003792989
8-Dec-16,86.1,88.2,86.1,87.55,87.57078039,2949150,3020,258259367,2184963,74.09,2.1,1.45,0.023976608,0.010290036
9-Dec-16,88.75,90.2,87.3,89.05,88.47131091,526803,1966,46606952,214069,40.64,2.9,0.3,0.017133067,0.007377773
12-Dec-16,89.05,89.05,86.1,86.65,87.41671589,316561,1508,27672723,107311,33.9,2.95,-2.4,-0.026951151,-0.011865357
13-Dec-16,86.65,86.65,85.1,85.95,85.8333586,369374,1644,31704611,69744,18.88,1.55,-0.7,-0.008078477,-0.003522686
14-Dec-16,86.05,86.65,85.15,85.4,85.92300847,334855,1523,28771749,78593,23.47,1.5,-0.65,-0.006399069,-0.00278801
15-Dec-16,84.8,87.15,84.25,86.25,86.24438781,362559,1849,31268679,68189,18.81,2.9,1.45,0.009953162,0.004301233
16-Dec-16,86,87,85.55,86,86.08391959,227289,907,19565928,48318,21.26,1.45,0,-0.002898551,-0.001260653
19-Dec-16,85,86,84.65,84.95,85.27793404,241399,1114,20586008,58599,24.27,1.35,-0.05,-0.012209302,-0.005335068
20-Dec-16,84.65,85.4,81.25,82.5,82.77750222,685072,3321,56708549,284267,41.49,4.15,-2.15,-0.028840494,-0.012709435
21-Dec-16,82.95,83.65,81.75,82.2,82.72336792,304520,1932,25190920,101583,33.36,1.9,-0.75,-0.003636364,-0.001582131
22-Dec-16,82,83.5,81.5,82.8,82.61275163,546236,2824,45126059,98535,18.04,2,0.8,0.00729927,0.003158519
23-Dec-16,82.8,85.15,82.5,84.1,83.99466322,631654,3216,53055565,147555,23.36,2.65,1.3,0.015700483,0.006765659
26-Dec-16,83.6,83.85,81.2,81.55,82.50704899,405519,1743,33458176,116046,28.62,2.65,-2.05,-0.030321046,-0.01337203
27-Dec-16,82,83.95,81,83.75,82.77124967,425289,2383,35201702,96817,22.76,2.95,1.75,0.026977315,0.01156085
